input,elevation
"43.746733, -71.041910",176
"43.808537, -71.320336",495
"43.275308, -71.170004",307
"43.014997, -70.902586",31
"43.864038, -71.296068",312
"43.499674, -71.073889",217
"43.800602, -71.201489",396
"43.603773, -71.177139",163
"43.299332, -70.842077",101
"43.214916, -70.628806",43
"43.146499, -70.774320",47
"43.108051, -70.728595",0
"43.086194, -70.686846",25
"43.352258, -70.779435",132
"43.255894, -70.610967",50
"43.230492, -70.752426",41
"43.166460, -70.679004",55
"43.185309, -70.603455",0
"43.142293, -70.626458",13
"43.519795, -70.923465",252
"43.489069, -70.661906",105
"43.727261, -69.956899",0
"43.492102, -70.486566",22
"43.444292, -70.344570",11
"44.044232, -69.863767",34
"44.047513, -70.743319",147
"43.930799, -70.918584",214
"43.896405, -69.973436",26
"43.976287, -70.521109",141
"43.738955, -70.088396",0
"43.686216, -70.102838",0
"43.767186, -70.808862",189
"43.791796, -70.264762",41
"43.995935, -70.813980",170
"43.836320, -70.685245",142
"43.399909, -70.912785",142
"43.902531, -70.689568",146
"43.589062, -70.696275",113
"43.844826, -70.089953",45
"44.101677, -70.942769",148
"43.703617, -70.463780",50
"43.904551, -70.367027",122
"44.143452, -70.820154",153
"43.848997, -70.830764",298
"43.631019, -70.614369",61
"43.392979, -70.577032",54
"43.429829, -70.474124",52
"43.732798, -70.899149",224
"43.688481, -70.781883",176
"43.745748, -70.699807",144
"43.685939, -70.153919",2
"44.192471, -70.885803",148
"43.975769, -70.639298",124
"43.659549, -70.883523",226
"44.101552, -70.698919",104
"43.633558, -70.739479",103
"43.794689, -70.405329",74
"43.500389, -70.395326",18
"43.525032, -70.388253",32
"43.765541, -69.966983",36
"43.837898, -70.946568",267
"43.903914, -70.182018",144
"43.926746, -70.450760",94
"43.550411, -70.466341",47
"43.418643, -70.747779",80
"43.589627, -70.366191",41
"43.554017, -70.832796",214
"43.790591, -69.971530",0
"43.464119, -70.814287",143
"43.762140, -70.566688",105
"43.773320, -70.616514",116
"43.964977, -69.955624",46
"43.569278, -70.743999",162
"44.202838, -70.722272",255
"43.331432, -70.645586",55
"43.839321, -70.744838",211
"43.707920, -70.352602",30
"43.636260, -70.538842",57
"43.628610, -70.913904",238
"43.788137, -70.156478",23
"43.846092, -70.241798",59
"43.662607, -70.257949",3
"43.654591, -70.297989",11
"43.694105, -70.287927",22
"43.740472, -70.277172",33
"43.631402, -70.285989",19
"43.587173, -70.236476",0
"43.660278, -70.186053",24
"43.637528, -70.171426",0
"43.746027, -70.180065",0
"44.084537, -70.249649",72
"44.708634, -70.854911",550
"44.380100, -70.815239",225
"44.400747, -70.558110",451
"44.342620, -70.347440",218
"44.481538, -70.277339",125
"43.956021, -70.132418",52
"44.559945, -70.415762",393
"44.594476, -70.692505",361
"44.568123, -70.293139",152
"44.433489, -70.115250",107
"44.263059, -70.875479",299
"44.623831, -70.191893",164
"44.189754, -70.145088",104
"44.494500, -70.734421",297
"44.209257, -70.388878",161
"44.516897, -70.202187",146
"44.089594, -70.172185",94
"44.010547, -70.127409",70
"44.036688, -70.058799",83
"44.411638, -70.216186",174
"44.445337, -70.138076",130
"44.345792, -70.655701",276
"44.104897, -70.404680",112
"44.553098, -70.495260",363
"44.137940, -70.336334",187
"44.233505, -70.014723",93
"43.957508, -70.296011",141
"44.503525, -70.961709",796
"44.295351, -70.133074",88
"44.279255, -70.042845",71
"44.206591, -70.792354",184
"44.225867, -70.610021",192
"44.117335, -70.527478",201
"44.263611, -70.498190",252
"44.048106, -70.393563",146
"44.702596, -70.647585",640
"44.559920, -70.625264",422
"44.116831, -70.062582",87
"44.248001, -70.490816",192
"44.265107, -70.247980",142
"44.362503, -70.061230",85
"44.697513, -70.448975",204
"44.401438, -70.865079",208
"44.051212, -69.968192",99
"44.319278, -70.522647",198
"44.460915, -70.451923",257
"44.385909, -70.449596",164
"44.637914, -70.275434",323
"44.351895, -69.747626",37
"44.086173, -69.736988",70
"44.328707, -69.891691",75
"44.260548, -69.827805",73
"44.195074, -69.793912",87
"44.237286, -69.751247",54
"44.287241, -69.818040",67
"44.210864, -69.499152",53
"44.434007, -70.067034",167
"44.172142, -69.934500",85
"44.342427, -69.861935",103
"44.466488, -69.960450",161
"44.198014, -69.619689",43
"44.396114, -69.430630",162
"44.384388, -69.950200",91
"44.116833, -69.829607",75
"44.414473, -69.535271",87
"44.177792, -69.762596",20
"44.554821, -69.999643",276
"44.315485, -69.571186",80
"44.309991, -69.963093",97
"44.848517, -68.850405",48
"45.229183, -69.596521",415
"44.893880, -68.303832",117
"45.088260, -68.906681",88
"44.868349, -68.586337",57
"44.784754, -68.735012",45
"45.561415, -67.764628",154
"45.442861, -69.114570",238
"45.400376, -69.057877",135
"44.623798, -68.749742",47
"45.231514, -68.341886",142
"45.086448, -68.465508",68
"44.800454, -69.003117",50
"44.409006, -68.815533",12
"45.077652, -69.031432",118
"45.680311, -67.876199",183
"45.213059, -69.189134",164
"44.980538, -69.010880",61
"44.805800, -68.554003",38
"44.721160, -68.617002",91
"45.636841, -68.575197",140
"44.560978, -68.672727",62
"44.763866, -69.128068",97
"44.963225, -69.125005",86
"44.598953, -68.928337",74
"45.702416, -69.623233",454
"45.497692, -69.727290",619
"45.227772, -69.353263",331
"44.728980, -68.949964",63
"45.296196, -68.711060",59
"44.992636, -68.888475",65
"44.916049, -68.927991",36
"45.607010, -68.222173",128
"45.162250, -68.760531",81
"45.552117, -67.561059",126
"45.299422, -68.259742",141
"44.876817, -68.996652",84
"45.413427, -68.479871",66
"45.588735, -68.339985",122
"45.712888, -68.521326",152
"44.954787, -68.582438",36
"45.972769, -69.012445",660
"45.286832, -68.895109",113
"45.441524, -69.304939",576
"45.024673, -68.734534",42
"44.901066, -68.668303",36
"45.916545, -67.856824",205
"44.576320, -68.669915",117
"44.881680, -68.738644",42
"44.688778, -68.762805",96
"45.183587, -68.589614",43
"44.482703, -68.705997",46
"45.865239, -69.815623",420
"45.124216, -69.287019",181
"45.245979, -69.092775",169
"45.358040, -69.630292",326
"45.387737, -68.104471",228
"44.871640, -69.113926",78
"44.910362, -68.690189",37
"45.436636, -67.867623",135
"45.573159, -67.470651",147
"45.367045, -67.681322",116
"45.236824, -68.524576",57
"45.477433, -68.338980",104
"44.650751, -68.908918",53
"45.754610, -68.060944",160
"43.888228, -69.826699",48
"44.098468, -69.629176",27
"43.875449, -69.620688",59
"43.851505, -69.627611",7
"43.973542, -69.501972",37
"43.894242, -69.476881",19
"44.022356, -69.490757",41
"43.844446, -69.582305",34
"43.978605, -69.332579",30
"43.833447, -69.738561",0
"43.975714, -69.430661",0
"44.052277, -69.567522",36
"43.862731, -69.512323",29
"44.101248, -69.482658",26
"43.975929, -69.610837",79
"43.885128, -69.514471",0
"43.770817, -69.819176",21
"44.013924, -69.258707",28
"43.921687, -69.464934",43
"43.871809, -69.558281",34
"43.808546, -69.630765",22
"43.896656, -69.674170",42
"44.122084, -69.383354",86
"43.951357, -69.552330",19
"44.260639, -69.391524",112
"43.852150, -69.662201",17
"43.813339, -69.662868",35
"43.982445, -69.692754",47
"43.959656, -69.769351",47
"44.672809, -68.391841",29
"44.540726, -67.712364",35
"44.467048, -68.086866",30
"44.397470, -68.263808",90
"44.466957, -67.612596",0
"44.231530, -68.414514",0
"44.376983, -68.029882",17
"44.402775, -68.568701",3
"44.261324, -68.540355",0
"44.350024, -68.766477",34
"45.142952, -67.217524",64
"44.750666, -67.966927",116
"44.744467, -67.733658",74
"44.423951, -67.985876",24
"44.256370, -68.266282",12
"44.669023, -67.221990",37
"44.237010, -68.607845",0
"44.873113, -67.281078",26
"44.422694, -68.506049",41
"44.870323, -67.476553",26
"44.910958, -67.008913",19
"44.650967, -68.221271",52
"44.172234, -68.351482",0
"45.196916, -67.816173",102
"44.524572, -68.285250",32
"44.330584, -68.809947",45
"44.538027, -67.818538",0
"44.413835, -68.252076",8
"44.066574, -68.615750",131
"44.245566, -68.224954",0
"44.665504, -67.594970",31
"44.547110, -67.489830",0
"44.292625, -68.722885",15
"44.819713, -67.062328",15
"44.209467, -68.334648",0
"44.757152, -67.539897",71
"44.655762, -67.378971",53
"44.970309, -67.415773",66
"44.507821, -67.877963",25
"44.335753, -68.345729",51
"44.300958, -68.292447",64
"44.539656, -68.119741",86
"44.980584, -67.223672",28
"44.983542, -67.101382",50
"45.212926, -67.585966",66
"44.408250, -68.014884",26
"45.067341, -67.149953",80
"44.317252, -68.680481",62
"44.274254, -68.458828",0
"44.301347, -68.251148",91
"44.346880, -68.634365",42
"44.476822, -68.181506",0
"44.278734, -68.324541",8
"44.478414, -67.947062",31
"44.150464, -68.645327",13
"44.245208, -68.787815",0
"44.467466, -68.507324",81
"44.151687, -68.465212",0
"44.996537, -67.694027",118
"44.760322, -67.255047",53
"44.376372, -68.093638",38
"45.115083, -67.477541",111
"46.191023, -67.860968",149
"46.327493, -68.939198",286
"45.757478, -68.404152",181
"46.468001, -67.956337",256
"46.414672, -67.860722",140
"46.911495, -68.029189",193
"46.995906, -68.672927",332
"46.633304, -67.847623",231
"47.453712, -69.222921",215
"46.776241, -67.859197",132
"47.200266, -68.614333",291
"47.282101, -68.388783",145
"47.256149, -68.137481",238
"46.004972, -68.233771",143
"46.954967, -67.857437",204
"47.321708, -68.298213",316
"46.667614, -68.168635",185
"46.559272, -67.853225",179
"46.339341, -67.954874",171
"46.117254, -67.975284",135
"46.958248, -68.124731",204
"46.075083, -68.114975",420
"46.398929, -68.585323",351
"46.158786, -68.591119",237
"46.892463, -68.215780",226
"46.863399, -68.892093",399
"46.688952, -67.991914",210
"47.230084, -68.311449",209
"47.267434, -68.223039",214
"47.077040, -69.154500",284
"45.871695, -68.324753",204
"45.842521, -68.501076",171
"47.124514, -68.324032",182
"46.239244, -68.285281",303
"47.150199, -68.613495",329
"47.040124, -68.175050",171
"47.131861, -67.977959",267
"46.794921, -68.192051",189
"46.533465, -67.966076",229
"44.133536, -69.133822",168
"44.238406, -69.064039",392
"44.241178, -69.188513",196
"44.298880, -68.915250",29
"44.316106, -69.025998",76
"43.877110, -68.868680",0
"43.766602, -69.309833",33
"44.136346, -68.866756",22
"44.075524, -69.079843",23
"43.938358, -69.264531",33
"44.180604, -69.122109",77
"44.046510, -69.154060",39
"43.999115, -69.144355",0
"43.979599, -69.216040",9
"44.107714, -69.171425",52
"44.262706, -69.277723",80
"44.068815, -68.853314",25
"44.128010, -69.243885",36
"44.541099, -69.573012",80
"44.508311, -69.445210",136
"44.769927, -69.972548",187
"44.980705, -69.689878",212
"44.463502, -69.037571",29
"44.487734, -69.838637",75
"44.516779, -69.866480",83
"45.142341, -69.854458",387
"44.560894, -69.136548",137
"44.687730, -69.384721",66
"45.029009, -69.445746",106
"44.782241, -69.546315",76
"45.212372, -69.903397",648
"44.480122, -69.513888",57
"44.665474, -69.540766",71
"44.943471, -69.258242",85
"44.773091, -69.301537",62
"45.027572, -69.317970",130
"44.697571, -69.143703",99
"44.816495, -69.231348",82
"45.422238, -70.623926",965
"44.651653, -69.661276",61
"44.661856, -70.103104",229
"45.077258, -69.158771",263
"44.623994, -70.083293",105
"44.470053, -69.284182",197
"45.077022, -69.586446",276
"44.879823, -69.520500",100
"44.686891, -69.643928",57
"45.869605, -70.266055",611
"45.049288, -70.268762",682
"44.369093, -69.336000",242
"44.826354, -69.799713",137
"44.607217, -69.071281",178
"44.412796, -69.154791",86
"44.860300, -69.236698",58
"44.647207, -69.993337",108
"44.807906, -70.109840",267
"44.702067, -69.843372",78
"44.896903, -69.917316",144
"45.137779, -70.144293",499
"44.489076, -69.625948",41
"44.589007, -69.887309",173
"44.866916, -70.774098",496
"44.843151, -69.368356",80
"44.814699, -70.427311",350
"44.769841, -69.433670",97
"44.785282, -69.236277",70
"45.007913, -70.618162",526
"44.929680, -69.391278",81
"44.368254, -69.186293",54
"44.470906, -68.928662",52
"44.625354, -69.588334",43
"44.789271, -69.667734",88
"44.641819, -69.799890",81
"44.939380, -69.808142",161
"44.514019, -68.839050",73
"45.098126, -70.430547",442
"44.979400, -70.367301",823
"44.696586, -70.267203",334
"45.369441, -69.931095",281
"44.549460, -69.211292",138
"44.674148, -69.251844",126
"44.570148, -69.362441",104
"44.429335, -69.648294",54
"44.663657, -70.162677",129
"43.672188, -72.380193",123
"43.702242, -72.595300",462
"43.801580, -72.657760",307
"44.012176, -72.158296",295
"43.574514, -72.643229",509
"43.611804, -72.685996",626
"44.023908, -72.587891",425
"43.457741, -72.493459",236
"43.989747, -72.454953",336
"44.063294, -72.313078",548
"44.069880, -72.198724",382
"43.956596, -72.538539",383
"44.222165, -72.096756",312
"43.805093, -72.204671",236
"43.917790, -72.180112",385
"44.232453, -72.257516",404
"43.580615, -72.427711",366
"44.266812, -72.064006",152
"44.104485, -72.121743",227
"43.596986, -72.359722",185
"43.719447, -72.489225",305
"43.777628, -72.323984",334
"43.508851, -72.693755",586
"43.881263, -72.272288",397
"43.637817, -72.427734",320
"43.967072, -72.708604",383
"43.916755, -72.570182",328
"43.496493, -72.599969",565
"43.782477, -72.423363",307
"43.677373, -72.518063",469
"43.780996, -72.547512",442
"44.204072, -72.131204",358
"43.851622, -72.343301",529
"43.561557, -72.546332",425
"43.898928, -72.372069",474
"43.845086, -72.282536",319
"44.141854, -72.230959",406
"43.908796, -72.459306",421
"43.956765, -72.326539",512
"44.123038, -72.065864",292
"43.918899, -72.268095",339
"43.729739, -72.451439",303
"44.108949, -72.300730",467
"43.495591, -72.442313",366
"43.630741, -72.570302",394
"43.182144, -72.493221",190
"43.151168, -72.569224",287
"43.397517, -72.580475",343
"43.277630, -72.640348",389
"43.184942, -72.633977",516
"43.231362, -72.791008",413
"43.380553, -72.712124",372
"43.334435, -72.530792",160
"43.395317, -72.496973",192
"43.233343, -72.938985",916
"43.418436, -72.642552",412
"43.135197, -72.546165",323
"43.091967, -72.914343",1093
"43.310627, -72.461623",303
"43.084054, -72.469725",204
"43.321441, -72.802903",519
"42.869211, -73.128516",691
"43.103713, -73.173145",726
"43.264154, -73.063670",407
"43.082047, -73.066766",708
"43.245762, -73.002071",303
"43.152272, -73.061422",253
"43.137652, -73.022415",771
"42.958719, -73.260755",258
"42.820569, -73.274398",370
"42.770285, -73.179047",636
"42.973750, -73.075240",1073
"42.838680, -72.659997",444
"43.168974, -72.972363",696
"42.974544, -72.801051",667
"42.777497, -72.794821",449
"43.102664, -72.820014",632
"42.987266, -72.684706",464
"43.037688, -72.536522",359
"42.790943, -72.972640",604
"42.808047, -73.076277",772
"43.071050, -72.682202",405
"42.764133, -72.522086",104
"43.019478, -72.812148",555
"42.975529, -72.864581",762
"42.773345, -72.705469",521
"43.153086, -72.715918",558
"43.000119, -72.946971",705
"42.780694, -72.879131",503
"42.935220, -72.659896",340
"42.882781, -72.893126",499
"44.476621, -73.209998",65
"44.444866, -73.173468",111
"44.495587, -73.184857",79
"44.473735, -73.195610",124
"44.511852, -73.249611",54
"44.494527, -73.165270",97
"44.957882, -73.291974",39
"44.805549, -72.720243",443
"44.757187, -72.671334",354
"44.139443, -73.039930",328
"44.649728, -72.896957",135
"44.309955, -73.220978",94
"44.541259, -73.184415",87
"44.932454, -72.701892",123
"44.750291, -72.900865",312
"44.894578, -72.795246",187
"44.538624, -73.050223",205
"44.710289, -73.028877",252
"44.801687, -72.967393",223
"44.221416, -73.264595",29
"44.958733, -72.922009",217
"44.717847, -73.307486",57
"44.950060, -73.005367",83
"44.332701, -73.087409",242
"44.312539, -72.952108",393
"44.871325, -73.349200",32
"44.646262, -72.818997",190
"44.464175, -72.951057",338
"44.657371, -73.144488",101
"44.828065, -72.578206",556
"44.102761, -73.155209",110
"44.241936, -73.194663",121
"44.787732, -73.297992",54
"44.955228, -72.643138",348
"44.416769, -72.962422",347
"44.808422, -73.082507",133
"44.772921, -73.205391",37
"44.380662, -73.211006",84
"44.889912, -72.963139",170
"44.900339, -72.970903",120
"44.642247, -73.307740",29
"44.210341, -72.993405",642
"44.921329, -73.125393",29
"44.570909, -72.901598",501
"44.111961, -73.310796",44
"44.737637, -72.761773",362
"44.607422, -73.003642",147
"44.429066, -73.096243",263
"44.274953, -72.609475",287
"44.341880, -72.499842",425
"44.188842, -72.472172",340
"44.409482, -72.259129",648
"44.383292, -72.492477",399
"44.166555, -72.346600",780
"44.384616, -72.435941",409
"44.282307, -72.489262",286
"44.723753, -72.610965",446
"44.714895, -72.472740",627
"44.140286, -72.475659",458
"44.624262, -72.570417",319
"44.648124, -72.688840",229
"44.535509, -72.526720",345
"44.364724, -72.354830",374
"44.253995, -72.734479",310
"44.532336, -72.620258",231
"44.147613, -72.691275",465
"44.167173, -72.653138",220
"44.269042, -72.388870",434
"44.054111, -72.712962",605
"44.491806, -72.712611",375
"44.198969, -72.840833",559
"44.112526, -72.874028",630
"44.076165, -72.422633",580
"44.295598, -72.826991",734
"44.408300, -72.709972",311
"44.156758, -72.475424",481
"44.108944, -72.531912",395
"44.540596, -72.471939",369
"44.458081, -72.379134",482
"44.393305, -72.563490",320
"43.624577, -72.910204",652
"43.437589, -72.788657",484
"43.643813, -73.210774",125
"43.810474, -73.090280",194
"43.981724, -73.331937",51
"43.635473, -73.167760",239
"43.633443, -73.008486",308
"43.773182, -72.905861",713
"43.523441, -72.860171",586
"43.342621, -73.000196",274
"43.971751, -73.105275",126
"43.419653, -72.910801",670
"43.677330, -73.304926",73
"43.694013, -73.080457",202
"44.005291, -72.841314",485
"43.905325, -72.918146",891
"43.657594, -72.784406",552
"43.997783, -73.178295",130
"43.480102, -73.123641",248
"43.450789, -72.757786",497
"43.532111, -72.964801",219
"43.800615, -73.289701",122
"43.360927, -73.151758",239
"43.804081, -72.836973",769
"43.730204, -72.995230",263
"43.539935, -73.189193",200
"43.651666, -73.034649",150
"43.984937, -72.996775",485
"43.879408, -72.831685",602
"43.932071, -73.119822",119
"43.881953, -73.324504",121
"43.750797, -72.760914",645
"43.420109, -72.987065",201
